path_no,o_zone_id,d_zone_id,node_sequence,link_sequence,geometry,Path_Flows
569,10,22,10;15;19;20;22;,28;45;59;63;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",2474.733642578125
570,10,23,10;11;14;23;,27;34;42;,"LINESTRING (-96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",96.537109375
571,10,23,10;15;14;23;,28;44;42;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858)",4.192939758300781
572,10,23,10;15;22;23;,28;46;70;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",97.28192901611328
573,10,23,10;15;19;20;22;23;,28;45;59;63;70;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",97.4729232788086
574,10,23,10;15;22;21;24;23;,28;46;69;66;76;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",1504.51513671875
575,10,24,10;11;14;23;24;,27;34;42;73;,"LINESTRING (-96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",24.734834671020508
576,10,24,10;15;14;23;24;,28;44;42;73;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",92.89030456542969
577,10,24,10;15;22;21;24;,28;46;69;66;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",71.79309844970703
578,10,24,10;15;22;23;24;,28;46;70;73;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",48.15629577636719
579,10,24,10;11;14;15;22;21;24;,27;34;41;46;69;66;,"LINESTRING (-96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",70.73548126220703
580,10,24,10;15;19;20;22;23;24;,28;45;59;63;70;73;,"LINESTRING (-96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",491.6899719238281
581,11,1,11;4;3;1;,31;8;5;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",91.95807647705078
582,11,1,11;12;3;1;,33;35;5;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",408.04193115234375
583,11,2,11;4;3;1;2;,31;8;5;1;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",66.66544342041016
584,11,2,11;4;5;6;2;,31;9;12;14;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711251 43.605813)",32.39476013183594
585,11,2,11;12;3;1;2;,33;35;5;1;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",100.9397964477539
586,11,3,11;4;3;,31;8;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962)",65.5784683227539
587,11,3,11;12;3;,33;35;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962)",234.42153930664062
588,11,4,11;12;3;4;,33;35;6;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",0.0
589,11,5,11;4;5;,31;9;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034)",89.57006072998047
590,11,5,11;12;3;4;5;,33;35;6;9;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",410.429931640625
591,11,6,11;4;5;6;,31;9;12;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",16.423580169677734
592,11,6,11;12;3;1;2;6;,33;35;5;1;4;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",383.576416015625
593,11,7,11;4;5;6;8;7;,31;9;12;16;20;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",94.92894744873047
594,11,7,11;4;5;9;8;7;,31;9;13;24;20;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",85.1859359741211
595,11,7,11;10;9;8;7;,32;26;24;20;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",66.34345245361328
596,11,7,11;12;3;1;2;6;8;7;,33;35;5;1;4;16;20;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",77.12142181396484
597,11,7,11;10;16;18;7;,32;29;50;54;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",176.42022705078125
598,11,8,11;4;5;6;8;,31;9;12;16;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",95.93960571289062
599,11,8,11;4;5;9;8;,31;9;13;24;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",93.60071563720703
600,11,8,11;10;9;8;,32;26;24;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596, -96.711382 43.562324)",91.51165008544922
601,11,8,11;12;3;1;2;6;8;,33;35;5;1;4;16;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324)",48.450321197509766
602,11,8,11;10;16;8;,32;29;47;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744, -96.711382 43.562324)",470.4977111816406
603,11,9,11;4;5;9;,31;9;13;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",91.69591522216797
604,11,9,11;10;9;,32;26;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",1308.3040771484375
605,11,12,11;4;3;12;,31;8;7;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",22.417999267578125
606,11,13,11;12;13;,33;37;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",44.22287368774414
607,11,13,11;4;3;12;13;,31;8;7;37;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",955.7772216796875
608,11,14,11;10;15;14;,32;28;44;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306)",23.66039276123047
609,11,14,11;4;3;12;13;24;23;14;,31;8;7;37;39;76;71;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",0.0
610,11,15,11;10;15;,32;28;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",75.97402954101562
611,11,15,11;14;15;,34;41;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",1324.0260009765625
612,11,16,11;10;16;,32;29;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744)",54.9439582824707
613,11,16,11;12;3;1;2;6;8;16;,33;35;5;1;4;16;22;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",42.360233306884766
614,11,16,11;4;5;6;8;7;18;16;,31;9;12;16;20;18;55;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",48.34787368774414
615,11,16,11;4;5;9;8;7;18;16;,31;9;13;24;20;18;55;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",48.3399772644043
616,11,16,11;10;9;8;7;18;16;,32;26;24;20;18;55;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",1206.0079345703125
617,11,17,11;10;17;,32;30;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",45.05895233154297
618,11,17,11;10;16;17;,32;29;49;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744, -96.711382 43.541280)",46.32584762573242
619,11,17,11;14;15;19;17;,34;41;45;58;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",908.615234375
620,11,18,11;4;5;6;8;7;18;,31;9;12;16;20;18;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",73.33964538574219
621,11,18,11;10;16;18;,32;29;50;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744)",1.903275728225708
622,11,18,11;4;5;9;8;7;18;,31;9;13;24;20;18;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",3.061734914779663
623,11,18,11;10;9;8;7;18;,32;26;24;20;18;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",56.8495979309082
624,11,18,11;14;15;22;21;20;18;,34;41;46;69;64;60;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",0.0
625,11,19,11;10;15;19;,32;28;45;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",85.54238891601562
626,11,19,11;14;15;19;,34;41;45;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",314.4576110839844
627,11,20,11;10;15;19;20;,32;28;45;59;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",51.510555267333984
628,11,20,11;10;16;18;20;,32;29;50;56;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",87.94187927246094
629,11,20,11;10;9;8;7;18;20;,32;26;24;20;18;56;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",50.86179733276367
630,11,20,11;14;15;19;20;,34;41;45;59;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",74.56654357910156
631,11,20,11;10;15;22;21;20;,32;28;46;69;64;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",66.79039764404297
632,11,20,11;14;15;22;21;20;,34;41;46;69;64;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",268.32879638671875
633,11,21,11;10;15;22;21;,32;28;46;69;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",79.0694808959961
634,11,21,11;12;13;24;21;,33;37;39;75;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",28.787944793701172
635,11,21,11;14;15;22;21;,34;41;46;69;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",38.22962951660156
636,11,21,11;4;3;12;13;24;21;,31;8;7;37;39;75;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",34.332244873046875
637,11,21,11;14;23;24;21;,34;42;73;75;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164, -96.730979 43.510485)",86.66426086425781
638,11,21,11;10;15;19;20;21;,32;28;45;59;62;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",132.91644287109375
639,11,22,11;10;15;22;,32;28;46;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858)",40.89630889892578
640,11,22,11;14;15;22;,34;41;46;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",47.30158996582031
641,11,22,11;14;23;22;,34;42;72;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858, -96.731241 43.514858)",7.925224781036377
642,11,22,11;10;15;19;20;22;,32;28;45;59;63;,"LINESTRING (-96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",1003.8770141601562
643,11,23,11;14;23;,34;42;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",49.399818420410156
644,11,23,11;4;3;12;13;24;23;,31;8;7;37;39;76;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)",1250.6002197265625
645,11,24,11;12;13;24;,33;37;39;,"LINESTRING (-96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",40.936580657958984
646,11,24,11;4;3;12;13;24;,31;8;7;37;39;,"LINESTRING (-96.746841 43.544131, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",60.457305908203125
647,11,24,11;14;23;24;,34;42;73;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",41.72866439819336
648,11,24,11;14;15;22;21;24;,34;41;46;69;66;,"LINESTRING (-96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",456.87744140625
649,12,1,12;3;1;,35;5;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",200.0
650,12,2,12;3;1;2;,35;5;1;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",100.0
651,12,4,12;3;4;,35;6;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",600.0
652,12,5,12;3;4;5;,35;6;9;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",200.0
653,12,6,12;3;1;2;6;,35;5;1;4;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",89.20176696777344
654,12,6,12;3;4;5;6;,35;6;9;12;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",110.79823303222656
655,12,7,12;3;1;2;6;8;7;,35;5;1;4;16;20;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",73.64973449707031
656,12,7,12;3;4;5;6;8;7;,35;6;9;12;16;20;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",44.540950775146484
657,12,7,12;3;4;5;9;8;7;,35;6;9;13;24;20;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",98.59942626953125
658,12,7,12;3;1;2;6;8;16;18;7;,35;5;1;4;16;22;50;54;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",483.20989990234375
659,12,8,12;3;1;2;6;8;,35;5;1;4;16;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324)",93.55950927734375
660,12,8,12;3;4;5;6;8;,35;6;9;12;16;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",75.35408020019531
661,12,8,12;3;4;5;9;8;,35;6;9;13;24;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",431.0865478515625
662,12,9,12;3;4;5;9;,35;6;9;13;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",39.40362548828125
663,12,9,12;11;10;9;,36;32;26;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",560.5963745117188
664,12,10,12;11;10;,36;32;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",40.84881591796875
665,12,10,12;3;4;5;9;10;,35;6;9;13;25;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",1959.1513671875
666,12,11,12;3;4;11;,35;6;10;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",0.0
667,12,14,12;11;14;,36;34;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",88.61113739013672
668,12,14,12;13;24;23;14;,37;39;76;71;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",611.3888549804688
669,12,15,12;11;10;15;,36;32;28;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",92.57193756103516
670,12,15,12;11;14;15;,36;34;41;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",49.58202362060547
671,12,15,12;3;4;5;9;10;15;,35;6;9;13;25;28;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",57.3367805480957
672,12,15,12;13;24;23;22;15;,37;39;76;72;67;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858, -96.731504 43.529401)",500.50927734375
673,12,16,12;3;1;2;6;8;16;,35;5;1;4;16;22;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",51.89251708984375
674,12,16,12;11;10;16;,36;32;29;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744)",86.63214874267578
675,12,16,12;3;4;5;6;8;16;,35;6;9;12;16;22;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",90.76761627197266
676,12,16,12;3;4;5;9;8;16;,35;6;9;13;24;22;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.711382 43.546744)",63.93931579589844
677,12,16,12;3;1;2;6;8;7;18;16;,35;5;1;4;16;20;18;55;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",90.28260803222656
678,12,16,12;3;4;5;6;8;7;18;16;,35;6;9;12;16;20;18;55;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",65.44343566894531
